,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
116,frozenset({'nei'}),"frozenset({'saccharum officinarum', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
117,frozenset({'milk'}),"frozenset({'saccharum officinarum', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
118,"frozenset({'saccharum officinarum', 'syzygium aromaticum'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
119,frozenset({'nei'}),"frozenset({'saccharum officinarum', 'syzygium aromaticum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
120,"frozenset({'saccharum officinarum', 'trikatu'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
121,frozenset({'nei'}),"frozenset({'saccharum officinarum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
122,"frozenset({'glycyrrhiza glabra', 'saccharum officinarum'})",frozenset({'nigella sativa'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
123,frozenset({'nigella sativa'}),"frozenset({'glycyrrhiza glabra', 'saccharum officinarum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
124,"frozenset({'syzygium aromaticum', 'plectranthus vettiveroides'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
125,frozenset({'milk'}),"frozenset({'syzygium aromaticum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
126,"frozenset({'plectranthus vettiveroides', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
127,"frozenset({'plectranthus vettiveroides', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
128,frozenset({'nei'}),"frozenset({'plectranthus vettiveroides', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
129,frozenset({'milk'}),"frozenset({'plectranthus vettiveroides', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
130,"frozenset({'syzygium aromaticum', 'plectranthus vettiveroides'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
131,frozenset({'nei'}),"frozenset({'syzygium aromaticum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
132,"frozenset({'syzygium aromaticum', 'trikatu'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
133,frozenset({'milk'}),"frozenset({'syzygium aromaticum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
134,"frozenset({'syzygium aromaticum', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
135,"frozenset({'syzygium aromaticum', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
136,frozenset({'nei'}),"frozenset({'syzygium aromaticum', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
137,frozenset({'milk'}),"frozenset({'syzygium aromaticum', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
138,"frozenset({'trikatu', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
139,"frozenset({'trikatu', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
140,frozenset({'nei'}),"frozenset({'trikatu', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
141,frozenset({'milk'}),"frozenset({'trikatu', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
142,"frozenset({'syzygium aromaticum', 'trikatu'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
143,frozenset({'nei'}),"frozenset({'syzygium aromaticum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
144,"frozenset({'myristica fragrans', 'abies spectabilis'})","frozenset({'honey', 'cuminum cyminum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
145,"frozenset({'honey', 'cuminum cyminum'})","frozenset({'myristica fragrans', 'abies spectabilis'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
146,"frozenset({'myristica fragrans', 'abies spectabilis'})","frozenset({'honey', 'saccharum officinarum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
147,"frozenset({'honey', 'saccharum officinarum'})","frozenset({'myristica fragrans', 'abies spectabilis'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
148,"frozenset({'myristica fragrans', 'honey'})","frozenset({'abies spectabilis', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
149,"frozenset({'myristica fragrans', 'abies spectabilis'})","frozenset({'honey', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
150,"frozenset({'honey', 'plectranthus vettiveroides'})","frozenset({'myristica fragrans', 'abies spectabilis'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
